,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
7134,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,1254, ,R4,382 CENTRAL PARK WEST,12S,10025,1,0,1, -  , -  ,1961,2,R4,723650,2017-08-01 00:00:00
7135,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,1255, ,R4,382 CENTRAL PARK WEST,12T,10025,1,0,1, -  , -  ,1961,2,R4, -  ,2016-09-29 00:00:00
7136,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,1282, ,R4,382 CENTRAL PARK WEST,14Y,10025,1,0,1, -  , -  ,1961,2,R4,807000,2016-11-17 00:00:00
7137,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,1283, ,R4,382 CENTRAL PARK WEST,15A,10025,1,0,1, -  , -  ,1961,2,R4, -  ,2016-11-18 00:00:00
7138,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,1300, ,R4,382 CENTRAL PARK WEST,15U,10025,1,0,1, -  , -  ,1961,2,R4,750000,2017-06-27 00:00:00
7139,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,1303, ,R4,382 CENTRAL PARK WEST,15X,10025,1,0,1, -  , -  ,1961,2,R4,1225000,2016-10-14 00:00:00
7140,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,1319, ,R4,382 CENTRAL PARK WEST,16R,10025,1,0,1, -  , -  ,1961,2,R4,1550000,2017-07-10 00:00:00
7141,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,1334, ,R4,382 CENTRAL PARK WEST,17H,10025,1,0,1, -  , -  ,1961,2,R4, -  ,2017-07-20 00:00:00
7142,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,1400, ,R4,382 CENTRAL PARK WEST,20HJ,10025,1,0,1, -  , -  ,1961,2,R4,980000,2017-08-01 00:00:00
7143,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,2062, ,R4,372 CENTRAL PARK WEST,3Y,10025,1,0,1, -  , -  ,1961,2,R4,951000,2017-01-19 00:00:00
7144,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,2096, ,R4,372 CENTRAL PARK WEST,5M,10025,1,0,1, -  , -  ,1961,2,R4,1280000,2017-05-08 00:00:00
7145,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,2104, ,R4,372 CENTRAL PARK WEST,5W,10025,1,0,1, -  , -  ,1961,2,R4,1145000,2017-07-18 00:00:00
7146,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,2120, ,R4,372 CENTRAL PARK WEST,6P,10025,1,0,1, -  , -  ,1961,2,R4,1675000,2017-08-08 00:00:00
7147,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,2129, ,R4,372 CENTRAL PARK WEST,7A,10025,1,0,1, -  , -  ,1961,2,R4,2400000,2017-06-28 00:00:00
7148,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,2130, ,R4,372 CENTRAL PARK WEST,7B,10025,1,0,1, -  , -  ,1961,2,R4, -  ,2017-06-28 00:00:00
7149,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,2148, ,R4,372 CENTRAL PARK WEST,7W,10025,1,0,1, -  , -  ,1961,2,R4,1150000,2017-03-31 00:00:00
7150,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,2155, ,R4,372 CENTRAL PARK WEST,8E,10025,1,0,1, -  , -  ,1961,2,R4, -  ,2017-05-19 00:00:00
7151,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,2186, ,R4,372 CENTRAL PARK WEST,9P,10025,1,0,1, -  , -  ,1961,2,R4, -  ,2017-04-12 00:00:00
7152,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,2197, ,R4,372 CENTRAL PARK WEST,10C,10025,1,0,1, -  , -  ,1961,2,R4, -  ,2016-10-19 00:00:00
7153,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,2201, ,R4,372 CENTRAL PARK WEST,10G,10025,1,0,1, -  , -  ,1961,2,R4,895000,2016-09-08 00:00:00
7154,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,2206, ,R4,372 CENTRAL PARK WEST,10M,10025,1,0,1, -  , -  ,1961,2,R4,1235000,2017-08-14 00:00:00
7155,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,2259, ,R4,372 CENTRAL PARK WEST,12X,10025,1,0,1, -  , -  ,1961,2,R4,1290000,2017-08-01 00:00:00
7156,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,2307, ,R4,372 CENTRAL PARK WEST,16C,10025,1,0,1, -  , -  ,1961,2,R4, -  ,2017-04-14 00:00:00
7157,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,2345, ,R4,372 CENTRAL PARK WEST,17V,10025,1,0,1, -  , -  ,1961,2,R4,1035000,2016-10-28 00:00:00
7158,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,2362, ,R4,372 CENTRAL PARK WEST,18P,10025,1,0,1, -  , -  ,1961,2,R4,384649,2017-02-15 00:00:00
7159,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,2404, ,R4,372 CENTRAL PARK WEST,20M,10025,1,0,1, -  , -  ,1961,2,R4, -  ,2016-10-22 00:00:00
7160,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,2406, ,R4,372 CENTRAL PARK WEST,20P,10025,1,0,1, -  , -  ,1961,2,R4,1735000,2017-03-28 00:00:00
7161,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,2412, ,R4,372 CENTRAL PARK WEST,20W,10025,1,0,1, -  , -  ,1961,2,R4,1400000,2017-06-20 00:00:00
7162,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,2414, ,R4,372 CENTRAL PARK WEST,20Y,10025,1,0,1, -  , -  ,1961,2,R4,893500,2017-05-19 00:00:00
7163,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,3012, ,R4,392 CENTRAL PARK WEST,1N,10025,1,0,1, -  , -  ,1960,2,R4, -  ,2017-01-05 00:00:00
7164,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,3027, ,R4,392 CENTRAL PARK WEST,2J,10025,1,0,1, -  , -  ,1960,2,R4,1226500,2017-08-30 00:00:00
7165,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,3039, ,R4,392 CENTRAL PARK WEST,2X,10025,1,0,1, -  , -  ,1960,2,R4,1200000,2017-02-01 00:00:00
7166,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,3068, ,R4,392 CENTRAL PARK WEST,4F,10025,1,0,1, -  , -  ,1960,2,R4,780000,2017-01-30 00:00:00
7167,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,3106, ,R4,392 CENTRAL PARK WEST,5Y,10025,1,0,1, -  , -  ,1960,2,R4,840000,2017-02-24 00:00:00
7168,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,3133, ,R4,392 CENTRAL PARK WEST,7E,10025,1,0,1, -  , -  ,1960,2,R4,785000,2016-12-05 00:00:00
7169,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,3149, ,R4,392 CENTRAL PARK WEST,7X,10025,1,0,1, -  , -  ,1960,2,R4,1328600,2017-06-22 00:00:00
7170,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,3174, ,R4,392 CENTRAL PARK WEST,9B,10025,1,0,1, -  , -  ,1960,2,R4, -  ,2017-01-04 00:00:00
7171,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,3176, ,R4,392 CENTRAL PARK WEST,9D,10025,1,0,1, -  , -  ,1960,2,R4,1885000,2017-05-03 00:00:00
7172,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,3188, ,R4,392 CENTRAL PARK WEST,9S,10025,1,0,1, -  , -  ,1960,2,R4,815000,2016-12-29 00:00:00
7173,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,3226, ,R4,392 CENTRAL PARK WEST,11K,10025,1,0,1, -  , -  ,1960,2,R4, -  ,2017-03-02 00:00:00
7174,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,3250, ,R4,392 CENTRAL PARK WEST,12M,10025,1,0,1, -  , -  ,1960,2,R4,1145000,2017-08-08 00:00:00
7175,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,3255, ,R4,392 CENTRAL PARK WEST,12T,10025,1,0,1, -  , -  ,1960,2,R4, -  ,2017-05-08 00:00:00
7176,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,3361, ,R4,392 CENTRAL PARK WEST,18N,10025,1,0,1, -  , -  ,1960,2,R4,1100000,2017-01-12 00:00:00
7177,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,3374, ,R4,392 CENTRAL PARK WEST,19D,10025,1,0,1, -  , -  ,1960,2,R4,1750000,2017-07-11 00:00:00
7178,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,3381, ,R4,392 CENTRAL PARK WEST,19L,10025,1,0,1, -  , -  ,1960,2,R4,870000,2017-05-25 00:00:00
7179,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,3403, ,R4,392 CENTRAL PARK WEST,20L,10025,1,0,1, -  , -  ,1960,2,R4,900000,2017-07-20 00:00:00
7180,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,4025, ,R4,400 CENTRAL PARK WEST,2G,10025,1,0,1, -  , -  ,1960,2,R4, -  ,2017-05-19 00:00:00
7181,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,4027, ,R4,400 CENTRAL PARK WEST,2J,10025,1,0,1, -  , -  ,1960,2,R4, -  ,2017-07-31 00:00:00
7182,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,4069, ,R4,400 CENTRAL PARK WEST,4G,10025,1,0,1, -  , -  ,1960,2,R4,715000,2017-03-10 00:00:00
7183,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,4071, ,R4,400 CENTRAL PARK WEST,4J,10025,1,0,1, -  , -  ,1960,2,R4, -  ,2017-01-18 00:00:00
7184,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,4104, ,R4,400 CENTRAL PARK WEST,5W,10025,1,0,1, -  , -  ,1960,2,R4,1220000,2017-02-28 00:00:00
7185,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,4106, ,R4,400 CENTRAL PARK WEST,5Y,10025,1,0,1, -  , -  ,1960,2,R4,867500,2017-05-12 00:00:00
7186,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,4113, ,R4,400 CENTRAL PARK WEST,6G,10025,1,0,1, -  , -  ,1960,2,R4,785000,2017-04-24 00:00:00
7187,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,4124, ,R4,400 CENTRAL PARK WEST,6U,10025,1,0,1, -  , -  ,1960,2,R4,815000,2016-12-29 00:00:00
7188,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,4125, ,R4,400 CENTRAL PARK WEST,6V,10025,1,0,1, -  , -  ,1960,2,R4,870000,2017-06-21 00:00:00
7189,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,4152, ,R4,400 CENTRAL PARK WEST,8B,10025,1,0,1, -  , -  ,1960,2,R4, -  ,2017-05-12 00:00:00
7190,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,4153, ,R4,400 CENTRAL PARK WEST,8C,10025,1,0,1, -  , -  ,1960,2,R4, -  ,2017-05-12 00:00:00
7191,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,4190, ,R4,400 CENTRAL PARK WEST,9U,10025,1,0,1, -  , -  ,1960,2,R4,715000,2017-05-01 00:00:00
7192,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,4226, ,R4,400 CENTRAL PARK WEST,11K,10025,1,0,1, -  , -  ,1960,2,R4,1375000,2016-11-21 00:00:00
7193,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,4239, ,R4,400 CENTRAL PARK WEST,12A,10025,1,0,1, -  , -  ,1960,2,R4, -  ,2016-10-07 00:00:00
7194,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,4239, ,R4,400 CENTRAL PARK WEST,12A,10025,1,0,1, -  , -  ,1960,2,R4, -  ,2016-10-07 00:00:00
7195,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,4283, ,R4,400 CENTRAL PARK WEST,15A,10025,1,0,1, -  , -  ,1960,2,R4, -  ,2017-04-28 00:00:00
7196,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,4285, ,R4,400 CENTRAL PARK WEST,15C,10025,1,0,1, -  , -  ,1960,2,R4,1750000,2016-09-19 00:00:00
7197,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,4287, ,R4,400 CENTRAL PARK WEST,15E,10025,1,0,1, -  , -  ,1960,2,R4,770000,2016-10-18 00:00:00
7198,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,4322, ,R4,400 CENTRAL PARK WEST,16U,10025,1,0,1, -  , -  ,1960,2,R4,740000,2016-10-14 00:00:00
7199,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,4332, ,R4,400 CENTRAL PARK WEST,17F,10025,1,0,1, -  , -  ,1960,2,R4,859815,2016-09-15 00:00:00
7200,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,4336, ,R4,400 CENTRAL PARK WEST,17K,10025,1,0,1, -  , -  ,1960,2,R4, -  ,2017-08-07 00:00:00
7201,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,4349, ,R4,400 CENTRAL PARK WEST,18A,10025,1,0,1, -  , -  ,1960,2,R4,1395000,2017-01-18 00:00:00
7202,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,4358, ,R4,400 CENTRAL PARK WEST,18K,10025,1,0,1, -  , -  ,1960,2,R4,992000,2016-11-01 00:00:00
7203,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,4373, ,R4,400 CENTRAL PARK WEST,19C,10025,1,0,1, -  , -  ,1960,2,R4,1715000,2016-10-07 00:00:00
7204,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,4375, ,R4,400 CENTRAL PARK WEST,19E,10025,1,0,1, -  , -  ,1960,2,R4,750000,2017-06-13 00:00:00
7205,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,4381, ,R4,400 CENTRAL PARK WEST,19L,10025,1,0,1, -  , -  ,1960,2,R4, -  ,2017-06-21 00:00:00
7206,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,4400, ,R4,400 CENTRAL PARK WEST,20H,10025,1,0,1, -  , -  ,1960,2,R4, -  ,2017-02-03 00:00:00
7207,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,4403, ,R4,400 CENTRAL PARK WEST,20L,10025,1,0,1, -  , -  ,1960,2,R4, -  ,2017-04-28 00:00:00
7208,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,4411, ,R4,400 CENTRAL PARK WEST,20V,10025,1,0,1, -  , -  ,1960,2,R4, -  ,2016-10-07 00:00:00
7209,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,4411, ,R4,400 CENTRAL PARK WEST,20V,10025,1,0,1, -  , -  ,1960,2,R4, -  ,2016-10-07 00:00:00
7210,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1837,1070, ,R4,418 CENTRAL PARK WEST,86,10025,1,0,1, -  , -  ,1902,2,R4, -  ,2017-07-27 00:00:00
7211,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1838,1018, ,R4,420 CENTRAL PARK WEST,2H,10025,1,0,1, -  , -  ,1941,2,R4,800000,2016-09-06 00:00:00
7212,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1838,1021, ,R4,420 CENTRAL PARK WEST,3A,10025,1,0,1, -  , -  ,1941,2,R4,571000,2016-09-07 00:00:00
7213,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1838,1032, ,R4,420 CENTRAL PARK WEST,4B,10025,1,0,1, -  , -  ,1941,2,R4,1860000,2016-11-01 00:00:00
7214,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1838,1033, ,R4,420 CENTRAL PARK WEST,4C,10025,1,0,1, -  , -  ,1941,2,R4, -  ,2016-11-01 00:00:00
7215,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1838,1037, ,R4,420 CENTRAL PARK WEST,4G,10025,1,0,1, -  , -  ,1941,2,R4, -  ,2017-05-22 00:00:00
7216,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1838,1041, ,R4,420 CENTRAL PARK WEST,5A,10025,1,0,1, -  , -  ,1941,2,R4, -  ,2016-09-19 00:00:00
7217,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1838,1058, ,R4,420 CENTRAL PARK WEST,6H,10025,1,0,1, -  , -  ,1941,2,R4,815000,2016-12-01 00:00:00
7218,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1838,1127, ,R4,425 CENTRAL PARK WEST,4F,10025,1,0,1, -  , -  ,1941,2,R4,860201,2017-04-07 00:00:00
7219,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1838,1145, ,R4,425 CENTRAL PARK WEST,6D,10025,1,0,1, -  , -  ,1941,2,R4,1599000,2017-07-10 00:00:00
7220,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1841,1280, ,R4,455 CENTRAL PARK WEST,18C,10025,1,0,1, -  , -  ,2002,2,R4,4450000,2017-06-15 00:00:00
7221,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1842,1002, ,R4,467 CENTRAL PARK WEST,1B,10025,1,0,1, -  , -  ,1929,2,R4,865000,2017-01-04 00:00:00
7222,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1842,1011, ,R4,467 CENTRAL PARK WEST,2E,10025,1,0,1, -  , -  ,1929,2,R4,800000,2017-03-15 00:00:00
7223,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1842,1038, ,R4,467 CENTRAL PARK WEST,6D,10025,1,0,1, -  , -  ,1929,2,R4, -  ,2017-05-08 00:00:00
7224,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1842,1038, ,R4,467 CENTRAL PARK WEST,6D,10025,1,0,1, -  , -  ,1929,2,R4, -  ,2017-05-08 00:00:00
7225,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1842,1048, ,R4,467 CENTRAL PARK WEST,7G,10025,1,0,1, -  , -  ,1929,2,R4,685000,2016-10-04 00:00:00
7226,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1842,1062, ,R4,467 CENTRAL PARK WEST,10B,10025,1,0,1, -  , -  ,1929,2,R4,1800000,2017-04-25 00:00:00
7227,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1844,1002, ,R4,478 CENTRAL PARK WEST,1B,10025,1,0,1, -  , -  ,1900,2,R4,1875000,2017-03-16 00:00:00
7228,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1844,1005, ,R4,478 CENTRAL PARK WEST,2B,10025,1,0,1, -  , -  ,1900,2,R4,1175,2016-09-01 00:00:00
7229,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1844,1005, ,R4,478 CENTRAL PARK WEST,2B,10025,1,0,1, -  , -  ,1900,2,R4,938825,2016-09-01 00:00:00
7230,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1844,1008, ,R4,478 CENTRAL PARK WEST,3B,10025,1,0,1, -  , -  ,1900,2,R4,2525000,2016-10-19 00:00:00
7231,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1844,1019, ,R4,478 CENTRAL PARK WEST,6C,10025,1,0,1, -  , -  ,1900,2,R4,570220,2016-09-22 00:00:00
7232,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1844,1029, ,R4,480 CENTRAL PARK WEST,2B,10025,1,0,1, -  , -  ,1900,2,R4,672045,2016-09-22 00:00:00
7233,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1844,1049, ,R4,480 CENTRAL PARK WEST,7B,10025,1,0,1, -  , -  ,1900,2,R4,1100000,2016-11-14 00:00:00
7234,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1845,1012, ,R4,300 CATHEDRAL PARKWAY,2B,10026,1,0,1, -  , -  ,1989,2,R4, -  ,2017-01-10 00:00:00
7235,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1845,1141, ,R4,300 CATHEDRAL PARKWAY,16A,10026,1,0,1, -  , -  ,1989,2,R4,862500,2017-04-05 00:00:00
7236,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1845,1158, ,R4,300 WEST 110TH STREET,17H,10026,1,0,1, -  , -  ,1989,2,R4,707000,2016-10-25 00:00:00
7237,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1845,1167, ,R4,300 CATHEDRAL PARKWAY,18G,10026,1,0,1, -  , -  ,1989,2,R4,609000,2016-10-14 00:00:00
7238,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1845,1172, ,R4,300 WEST 110TH STREET,19B,10026,1,0,1, -  , -  ,1989,2,R4,925000,2016-09-09 00:00:00
7239,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1845,1197, ,R4,220 MANHATTAN AVENUE,1G,10025,1,0,1, -  , -  ,1989,2,R4, -  ,2016-11-28 00:00:00
7240,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1845,1214, ,R4,220 MANHATTAN AVE,2E,10025,1,0,1, -  , -  ,1989,2,R4,640000,2017-06-22 00:00:00
7241,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1845,1278, ,R4,220 MANHATTAN AVENUE,5M,10025,1,0,1, -  , -  ,1989,2,R4, -  ,2017-02-23 00:00:00
7242,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1845,1285, ,R4,220 MANHATTAN AVENUE,5V,10025,1,0,1, -  , -  ,1985,2,R4,898000,2017-04-28 00:00:00
7243,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1845,1299, ,R4,220 MANHATTAN AVENUE,6P,10025,1,0,1, -  , -  ,1988,2,R4, -  ,2017-05-02 00:00:00
7244,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1846,1035, ,R4,301 WEST 110TH STREET,2S,10026,1,0,1, -  , -  ,1989,2,R4, -  ,2016-10-14 00:00:00
7245,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1846,1040, ,R4,301 CATHEDRAL PARKWAY,3A,10026,1,0,1, -  , -  ,1989,2,R4,635000,2017-08-08 00:00:00
7246,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1846,1047, ,R4,301 CATHEDRAL PARKWAY,3H,10026,1,0,1, -  , -  ,1989,2,R4, -  ,2017-06-02 00:00:00
7247,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1846,1047, ,R4,301 CATHEDRAL PARKWAY,3H,10026,1,0,1, -  , -  ,1989,2,R4,1025000,2016-10-20 00:00:00
7248,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1846,1081, ,R4,301 CATHEDRAL PARKWAY,5B,10026,1,0,1, -  , -  ,1989,2,R4, -  ,2017-03-23 00:00:00
7249,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1846,1100, ,R4,301 WEST 110TH STREET,6A,10026,1,0,1, -  , -  ,1989,2,R4, -  ,2017-08-04 00:00:00
7250,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1846,1150, ,R4,301 CATHEDRAL PARKWAY,8L,10026,1,0,1, -  , -  ,1989,2,R4, -  ,2017-08-21 00:00:00
7251,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1846,1159, ,R4,301 CATHEDRAL PARKWAY,8W,10026,1,0,1, -  , -  ,1989,2,R4, -  ,2017-06-28 00:00:00
7252,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1846,1159, ,R4,301 CATHEDRAL PARKWAY,8W,10026,1,0,1, -  , -  ,1989,2,R4,964000,2017-06-28 00:00:00
